Unnamed: 0,tournament_id,tournament_name,year,start_date,end_date,host_country,winner,host_won,count_teams,group_stage,second_group_stage,final_round,round_of_16,quarter_finals,semi_finals,third_place_match,final,stage_number,stage_name,knockout_stage,unbalanced_groups,count_matches,count_scheduled,count_replays,count_playoffs,count_walkovers,position,team_id,team_name,team_code,group_name,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,advanced
434,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-09,Brazil,BRA,Group F,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,1.0
435,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,1,T-53,Norway,NOR,Group C,3.0,2.0,1.0,0.0,9.0,4.0,5.0,7.0,1.0
436,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-30,France,FRA,Group H,3.0,3.0,0.0,0.0,7.0,0.0,7.0,9.0,1.0
437,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-83,United States,USA,Group D,3.0,3.0,0.0,0.0,12.0,2.0,10.0,9.0,1.0
438,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,2002-06-30,"Korea, Japan",Brazil,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-09,Brazil,BRA,Group H,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0
439,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-31,Germany,DEU,Group D,3.0,2.0,1.0,0.0,3.0,1.0,2.0,7.0,1.0
440,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-41,Italy,ITA,Group H,3.0,3.0,0.0,0.0,8.0,1.0,7.0,9.0,1.0
441,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-31,Germany,DEU,Group D,3.0,3.0,0.0,0.0,10.0,0.0,10.0,9.0,1.0
442,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-73,Spain,ESP,Group H,3.0,2.0,0.0,1.0,4.0,2.0,2.0,6.0,1.0
443,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-44,Japan,JPN,Group D,3.0,3.0,0.0,0.0,7.0,0.0,7.0,9.0,1.0
444,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-31,Germany,DEU,Group H,3.0,3.0,0.0,0.0,4.0,1.0,3.0,9.0,1.0
445,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-83,United States,USA,Group F,3.0,2.0,0.0,1.0,6.0,2.0,4.0,6.0,1.0
446,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-30,France,FRA,Group H,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,1.0
447,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-83,United States,USA,Group F,3.0,3.0,0.0,0.0,18.0,0.0,18.0,9.0,1.0
448,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-03,Argentina,ARG,Group H,3.0,2.0,0.0,1.0,6.0,4.0,2.0,6.0,1.0
449,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,1,group stage,0,1,15,15,0,0,0,4,T-87,Yugoslavia,YUG,Group 3,2.0,1.0,0.0,1.0,3.0,5.0,-2.0,2.0,0.0
450,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,18,16,0,2,0,4,T-84,Uruguay,URY,Group 3,2.0,0.0,0.0,2.0,0.0,8.0,-8.0,0.0,0.0
451,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,27,24,0,3,0,4,T-86,West Germany,DEU,Group 3,3.0,0.0,1.0,2.0,1.0,8.0,-7.0,1.0,0.0
452,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-87,Yugoslavia,YUG,Group 3,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,2.0,0.0
453,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-72,Soviet Union,SUN,Group 3,3.0,0.0,0.0,3.0,1.0,8.0,-7.0,0.0,0.0
454,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-84,Uruguay,URY,Group 3,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,0.0,0.0
455,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,1974-07-07,West Germany,West Germany,1,16,1,1,0,0,0,0,1,1,2,second group stage,0,0,12,12,0,0,0,4,T-09,Brazil,BRA,Group A,3.0,0.0,1.0,2.0,2.0,7.0,-5.0,1.0,0.0
456,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,1978-06-25,Argentina,Argentina,1,16,1,1,0,0,0,0,1,1,2,second group stage,0,0,12,12,0,0,0,4,T-41,Italy,ITA,Group A,3.0,1.0,0.0,2.0,4.0,8.0,-4.0,2.0,0.0
457,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,2,second group stage,0,0,12,12,0,0,0,4,T-30,France,FRA,Group C,2.0,1.0,0.0,1.0,5.0,4.0,1.0,2.0,0.0
458,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-06,Belgium,BEL,Group E,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,0.0
459,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-28,England,ENG,Group E,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,0.0,0.0
460,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,4,T-31,Germany,DEU,Group B,3.0,0.0,0.0,3.0,0.0,12.0,-12.0,0.0,0.0
461,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-10,Bulgaria,BGR,Group E,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
462,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,4,T-14,China,CHN,Group B,3.0,0.0,1.0,2.0,5.0,14.0,-9.0,1.0,0.0
463,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-48,Netherlands,NLD,Group G,3.0,0.0,1.0,2.0,1.0,4.0,-3.0,1.0,0.0
464,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-53,Norway,NOR,Group C,3.0,0.0,1.0,2.0,1.0,10.0,-9.0,1.0,0.0
465,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,2002-06-30,"Korea, Japan",Brazil,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-71,South Korea,KOR,Group G,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,3.0,0.0
466,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-12,Canada,CAN,Group C,3.0,0.0,0.0,3.0,1.0,15.0,-14.0,0.0,0.0
467,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-58,Portugal,PRT,Group G,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,0.0,0.0
468,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-53,Norway,NOR,Group C,3.0,0.0,0.0,3.0,3.0,15.0,-12.0,0.0,0.0
469,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-84,Uruguay,URY,Group G,3.0,0.0,0.0,3.0,1.0,12.0,-11.0,0.0,0.0
470,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-30,France,FRA,Group C,3.0,0.0,1.0,2.0,0.0,4.0,-4.0,1.0,0.0
471,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-09,Brazil,BRA,Group G,3.0,0.0,1.0,2.0,4.0,6.0,-2.0,1.0,0.0
472,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-31,Germany,DEU,Group E,3.0,0.0,1.0,2.0,2.0,4.0,-2.0,1.0,0.0
473,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-28,England,ENG,Group G,3.0,0.0,0.0,3.0,2.0,11.0,-9.0,0.0,0.0
474,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-28,England,ENG,Group E,3.0,0.0,0.0,3.0,1.0,5.0,-4.0,0.0,0.0
475,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-47,Morocco,MAR,Group G,3.0,0.0,1.0,2.0,5.0,8.0,-3.0,1.0,0.0
476,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,1,group stage,0,1,15,15,0,0,0,3,T-83,United States,USA,Group 3,2.0,1.0,0.0,1.0,3.0,5.0,-2.0,2.0,0.0
477,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,18,16,0,2,0,3,T-05,Austria,AUT,Group 3,2.0,0.0,0.0,2.0,0.0,8.0,-8.0,0.0,0.0
478,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,27,24,0,3,0,3,T-30,France,FRA,Group 3,3.0,0.0,1.0,2.0,1.0,8.0,-7.0,1.0,0.0
479,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-13,Chile,CHL,Group 3,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,2.0,0.0
480,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-58,Portugal,PRT,Group 3,3.0,0.0,0.0,3.0,1.0,8.0,-7.0,0.0,0.0
481,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-86,West Germany,DEU,Group 3,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,0.0,0.0
482,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,1974-07-07,West Germany,West Germany,1,16,1,1,0,0,0,0,1,1,2,second group stage,0,0,12,12,0,0,0,3,T-57,Poland,POL,Group A,3.0,0.0,1.0,2.0,2.0,7.0,-5.0,1.0,0.0
483,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,1978-06-25,Argentina,Argentina,1,16,1,1,0,0,0,0,1,1,2,second group stage,0,0,12,12,0,0,0,3,T-09,Brazil,BRA,Group A,3.0,1.0,0.0,2.0,4.0,8.0,-4.0,2.0,0.0
484,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,2,second group stage,0,0,12,12,0,0,0,3,T-57,Poland,POL,Group C,2.0,1.0,0.0,1.0,5.0,4.0,1.0,2.0,0.0
485,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-30,France,FRA,Group E,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,0.0
486,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-41,Italy,ITA,Group E,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,0.0,0.0
487,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,3,T-74,Sweden,SWE,Group B,3.0,0.0,0.0,3.0,0.0,12.0,-12.0,0.0,0.0
488,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-74,Sweden,SWE,Group E,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
489,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,3,T-83,United States,USA,Group B,3.0,0.0,1.0,2.0,5.0,14.0,-9.0,1.0,0.0
490,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-18,Croatia,HRV,Group G,3.0,0.0,1.0,2.0,1.0,4.0,-3.0,1.0,0.0
491,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-09,Brazil,BRA,Group C,3.0,0.0,1.0,2.0,1.0,10.0,-9.0,1.0,0.0
492,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,2002-06-30,"Korea, Japan",Brazil,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-80,Turkey,TUR,Group G,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,3.0,0.0
493,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-83,United States,USA,Group C,3.0,0.0,0.0,3.0,1.0,15.0,-14.0,0.0,0.0
494,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-31,Germany,DEU,Group G,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,0.0,0.0
495,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-83,United States,USA,Group C,3.0,0.0,0.0,3.0,3.0,15.0,-12.0,0.0,0.0
496,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-31,Germany,DEU,Group G,3.0,0.0,0.0,3.0,1.0,12.0,-11.0,0.0,0.0
497,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-74,Sweden,SWE,Group C,3.0,0.0,1.0,2.0,0.0,4.0,-4.0,1.0,0.0
498,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-48,Netherlands,NLD,Group G,3.0,0.0,1.0,2.0,4.0,6.0,-2.0,1.0,0.0
499,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-28,England,ENG,Group E,3.0,0.0,1.0,2.0,2.0,4.0,-2.0,1.0,0.0
500,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-06,Belgium,BEL,Group G,3.0,0.0,0.0,3.0,2.0,11.0,-9.0,0.0,0.0
501,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-74,Sweden,SWE,Group E,3.0,0.0,0.0,3.0,1.0,5.0,-4.0,0.0,0.0
502,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-18,Croatia,HRV,Group G,3.0,0.0,1.0,2.0,5.0,8.0,-3.0,1.0,0.0
503,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,1,group stage,0,1,15,15,0,0,0,2,T-03,Argentina,ARG,Group 3,2.0,1.0,0.0,1.0,3.0,5.0,-2.0,2.0,0.0
504,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,18,16,0,2,0,2,T-36,Hungary,HUN,Group 3,2.0,0.0,0.0,2.0,0.0,8.0,-8.0,0.0,0.0
505,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,27,24,0,3,0,2,T-74,Sweden,SWE,Group 3,3.0,0.0,1.0,2.0,1.0,8.0,-7.0,1.0,0.0
506,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-21,Czechoslovakia,CSK,Group 3,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,2.0,0.0
507,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-86,West Germany,DEU,Group 3,3.0,0.0,0.0,3.0,1.0,8.0,-7.0,0.0,0.0
508,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-41,Italy,ITA,Group 3,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,0.0,0.0
509,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,1974-07-07,West Germany,West Germany,1,16,1,1,0,0,0,0,1,1,2,second group stage,0,0,12,12,0,0,0,2,T-48,Netherlands,NLD,Group A,3.0,0.0,1.0,2.0,2.0,7.0,-5.0,1.0,0.0
510,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,1978-06-25,Argentina,Argentina,1,16,1,1,0,0,0,0,1,1,2,second group stage,0,0,12,12,0,0,0,2,T-48,Netherlands,NLD,Group A,3.0,1.0,0.0,2.0,4.0,8.0,-4.0,2.0,0.0
511,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,2,second group stage,0,0,12,12,0,0,0,2,T-86,West Germany,DEU,Group C,2.0,1.0,0.0,1.0,5.0,4.0,1.0,2.0,0.0
512,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-86,West Germany,DEU,Group E,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,0.0
513,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-03,Argentina,ARG,Group E,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,0.0,0.0
514,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,2,T-53,Norway,NOR,Group B,3.0,0.0,0.0,3.0,0.0,12.0,-12.0,0.0,0.0
515,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-41,Italy,ITA,Group E,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
516,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,2,T-31,Germany,DEU,Group B,3.0,0.0,1.0,2.0,5.0,14.0,-9.0,1.0,0.0
517,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-09,Brazil,BRA,Group G,3.0,0.0,1.0,2.0,1.0,4.0,-3.0,1.0,0.0
518,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-14,China,CHN,Group C,3.0,0.0,1.0,2.0,1.0,10.0,-9.0,1.0,0.0
519,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,2002-06-30,"Korea, Japan",Brazil,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-31,Germany,DEU,Group G,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,3.0,0.0
520,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-74,Sweden,SWE,Group C,3.0,0.0,0.0,3.0,1.0,15.0,-14.0,0.0,0.0
521,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-30,France,FRA,Group G,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,0.0,0.0
522,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-09,Brazil,BRA,Group C,3.0,0.0,0.0,3.0,3.0,15.0,-12.0,0.0,0.0
523,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-48,Netherlands,NLD,Group G,3.0,0.0,0.0,3.0,1.0,12.0,-11.0,0.0,0.0
524,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-83,United States,USA,Group C,3.0,0.0,1.0,2.0,0.0,4.0,-4.0,1.0,0.0
525,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-03,Argentina,ARG,Group G,3.0,0.0,1.0,2.0,4.0,6.0,-2.0,1.0,0.0
526,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-44,Japan,JPN,Group E,3.0,0.0,1.0,2.0,2.0,4.0,-2.0,1.0,0.0
527,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-18,Croatia,HRV,Group G,3.0,0.0,0.0,3.0,2.0,11.0,-9.0,0.0,0.0
528,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-48,Netherlands,NLD,Group E,3.0,0.0,0.0,3.0,1.0,5.0,-4.0,0.0,0.0
529,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-30,France,FRA,Group G,3.0,0.0,1.0,2.0,5.0,8.0,-3.0,1.0,0.0
