Unnamed: 0,tournament_id,tournament_name,year,start_date,end_date,host_country,winner,host_won,count_teams,group_stage,second_group_stage,final_round,round_of_16,quarter_finals,semi_finals,third_place_match,final,stage_number,stage_name,knockout_stage,unbalanced_groups,count_matches,count_scheduled,count_replays,count_playoffs,count_walkovers,position,team_id,team_name,team_code,group_name,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,advanced
1957,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,2,T-74,Sweden,SWE,,,,,,,,,,
1958,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,2,T-74,Sweden,SWE,,,,,,,,,,
1959,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,2,T-30,France,FRA,,,,,,,,,,
1960,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,2,T-30,France,FRA,,,,,,,,,,
1961,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,2,T-30,France,FRA,,,,,,,,,,
1962,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,2,T-30,France,FRA,,,,,,,,,,
1963,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,2,T-30,France,FRA,,,,,,,,,,
1964,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,2,T-09,Brazil,BRA,,,,,,,,,,
1965,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,2,T-09,Brazil,BRA,,,,,,,,,,
1966,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,2,T-09,Brazil,BRA,,,,,,,,,,
1967,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,2,T-09,Brazil,BRA,,,,,,,,,,
1968,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1969,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1970,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1971,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1972,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1973,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,2,T-83,United States,USA,,,,,,,,,,
1974,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,2,T-83,United States,USA,,,,,,,,,,
1975,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,2,T-83,United States,USA,,,,,,,,,,
1976,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,2,T-83,United States,USA,,,,,,,,,,
1977,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,2,T-03,Argentina,ARG,,,,,,,,,,
1978,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,2,T-03,Argentina,ARG,,,,,,,,,,
1979,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,2,T-03,Argentina,ARG,,,,,,,,,,
1980,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,2,T-03,Argentina,ARG,,,,,,,,,,
1981,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,2,T-03,Argentina,ARG,,,,,,,,,,
1982,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,2,T-44,Japan,JPN,,,,,,,,,,
1983,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,2,T-44,Japan,JPN,,,,,,,,,,
1984,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,2,T-44,Japan,JPN,,,,,,,,,,
1985,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,2,T-44,Japan,JPN,,,,,,,,,,
1986,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,2,T-44,Japan,JPN,,,,,,,,,,
1987,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,2,T-18,Croatia,HRV,,,,,,,,,,
1988,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,2,T-18,Croatia,HRV,,,,,,,,,,
1989,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,2,T-18,Croatia,HRV,,,,,,,,,,
1990,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,2,T-18,Croatia,HRV,,,,,,,,,,
1991,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,2,T-18,Croatia,HRV,,,,,,,,,,
1992,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1993,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1994,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1995,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1996,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,2,T-48,Netherlands,NLD,,,,,,,,,,
1997,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,2,T-30,France,FRA,,,,,,,,,,
1998,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,2,T-30,France,FRA,,,,,,,,,,
1999,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,2,T-30,France,FRA,,,,,,,,,,
2000,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,2,T-30,France,FRA,,,,,,,,,,
2001,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,2,T-30,France,FRA,,,,,,,,,,
2002,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,2,semi-finals,1,0,2,2,0,0,0,1,T-84,Uruguay,URY,,,,,,,,,,
2003,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,3,final,1,0,1,1,0,0,0,1,T-84,Uruguay,URY,,,,,,,,,,
2004,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,1934-06-10,Italy,Italy,1,16,0,0,0,1,1,1,1,1,1,round of 16,1,0,8,8,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2005,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,1934-06-10,Italy,Italy,1,16,0,0,0,1,1,1,1,1,2,quarter-finals,1,0,5,4,1,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2006,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,1934-06-10,Italy,Italy,1,16,0,0,0,1,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2007,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,1934-06-10,Italy,Italy,1,16,0,0,0,1,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2008,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,1934-06-10,Italy,Italy,1,16,0,0,0,1,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2009,WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,1938-06-19,France,Italy,0,15,0,0,0,1,1,1,1,1,1,round of 16,1,0,9,8,2,0,1,1,T-41,Italy,ITA,,,,,,,,,,
2010,WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,1938-06-19,France,Italy,0,15,0,0,0,1,1,1,1,1,2,quarter-finals,1,0,5,4,1,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2011,WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,1938-06-19,France,Italy,0,15,0,0,0,1,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2012,WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,1938-06-19,France,Italy,0,15,0,0,0,1,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2013,WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,1938-06-19,France,Italy,0,15,0,0,0,1,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2014,WC-1950,1950 FIFA Men's World Cup,1950,1950-06-24,1950-07-16,Brazil,Uruguay,0,13,1,0,1,0,0,0,0,0,1,group stage,0,1,16,16,0,0,0,1,T-84,Uruguay,URY,,,,,,,,,,
2015,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2016,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2017,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2018,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2019,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2020,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2021,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2022,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2023,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2024,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2025,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2026,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2027,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,1,T-28,England,ENG,,,,,,,,,,
2028,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-28,England,ENG,,,,,,,,,,
2029,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-28,England,ENG,,,,,,,,,,
2030,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-28,England,ENG,,,,,,,,,,
2031,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2032,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2033,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2034,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2035,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,1974-07-07,West Germany,West Germany,1,16,1,1,0,0,0,0,1,1,1,group stage,0,0,24,24,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2036,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,1974-07-07,West Germany,West Germany,1,16,1,1,0,0,0,0,1,1,3,third-place match,1,0,1,1,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2037,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,1974-07-07,West Germany,West Germany,1,16,1,1,0,0,0,0,1,1,4,final,1,0,1,1,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2038,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,1978-06-25,Argentina,Argentina,1,16,1,1,0,0,0,0,1,1,1,group stage,0,0,24,24,0,0,0,1,T-03,Argentina,ARG,,,,,,,,,,
2039,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,1978-06-25,Argentina,Argentina,1,16,1,1,0,0,0,0,1,1,3,third-place match,1,0,1,1,0,0,0,1,T-03,Argentina,ARG,,,,,,,,,,
2040,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,1978-06-25,Argentina,Argentina,1,16,1,1,0,0,0,0,1,1,4,final,1,0,1,1,0,0,0,1,T-03,Argentina,ARG,,,,,,,,,,
2041,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2042,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2043,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2044,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,5,final,1,0,1,1,0,0,0,1,T-41,Italy,ITA,,,,,,,,,,
2045,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,1,T-03,Argentina,ARG,,,,,,,,,,
2046,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,1,T-03,Argentina,ARG,,,,,,,,,,
2047,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,1,T-03,Argentina,ARG,,,,,,,,,,
2048,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,1,T-03,Argentina,ARG,,,,,,,,,,
2049,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,1,T-03,Argentina,ARG,,,,,,,,,,
2050,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2051,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2052,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2053,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2054,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,1,T-86,West Germany,DEU,,,,,,,,,,
2055,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,1,T-83,United States,USA,,,,,,,,,,
2056,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-83,United States,USA,,,,,,,,,,
2057,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-83,United States,USA,,,,,,,,,,
2058,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-83,United States,USA,,,,,,,,,,
2059,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2060,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2061,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2062,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2063,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
2064,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,1,T-53,Norway,NOR,,,,,,,,,,
2065,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-53,Norway,NOR,,,,,,,,,,
2066,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-53,Norway,NOR,,,,,,,,,,
2067,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-53,Norway,NOR,,,,,,,,,,
2068,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,1,T-30,France,FRA,,,,,,,,,,
2069,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,3,quarter-finals,1,0,4,4,0,0,0,1,T-30,France,FRA,,,,,,,,,,
2070,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,4,semi-finals,1,0,2,2,0,0,0,1,T-30,France,FRA,,,,,,,,,,
2071,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,5,third-place match,1,0,1,1,0,0,0,1,T-30,France,FRA,,,,,,,,,,
2072,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,6,final,1,0,1,1,0,0,0,1,T-30,France,FRA,,,,,,,,,,
2073,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,2,quarter-finals,1,0,4,4,0,0,0,1,T-83,United States,USA,,,,,,,,,,
2074,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,3,semi-finals,1,0,2,2,0,0,0,1,T-83,United States,USA,,,,,,,,,,
2075,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,4,third-place match,1,0,1,1,0,0,0,1,T-83,United States,USA,,,,,,,,,,
2076,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,5,final,1,0,1,1,0,0,0,1,T-83,United States,USA,,,,,,,,,,
2077,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,2002-06-30,"Korea, Japan",Brazil,0,32,1,0,0,1,1,1,1,1,2,round of 16,1,0,8,8,0,0,0,1,T-09,Brazil,BRA,,,,,,,,,,
