,key_id,referee_id,family_name,given_name,female,country_name,confederation_id,confederation_name,confederation_code,referee_wikipedia_link
0,1,R-001,Abdel-Fatah,Essam,0,Egypt,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Essam_Abd_El_Fatah
1,2,R-002,Abidoye,Bola Elizabeth,1,Nigeria,CF-2,Confederation of African Football,CAF,not available
2,3,R-003,Adair,John,0,Northern Ireland,CF-6,Union of European Football Associations,UEFA,not available
3,4,R-004,Adámková,Jana,1,Czech Republic,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jana_Ad%C3%A1mkov%C3%A1
4,5,R-005,Agboyi,Xonam,1,Togo,CF-2,Confederation of African Football,CAF,not available
5,6,R-006,Agnolin,Luigi,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Luigi_Agnolin
6,7,R-007,Aguilar,Joel,0,El Salvador,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Joel_Aguilar
7,8,R-008,Aguilar Elizalde,Abel,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
8,9,R-009,Ahlner,Sten,0,Sweden,CF-6,Union of European Football Associations,UEFA,not available
9,10,R-010,Al-Doy,Ibrahim Youssef,0,Bahrain,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Ibrahim_Youssef_Al-Doy
10,11,R-011,Al-Ghamdi,Khalil,0,Saudi Arabia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Khalil_Al_Ghamdi
11,12,R-012,Al-Ghandour,Gamal,0,Egypt,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Gamal_Al-Ghandour
12,13,R-013,Al-Jassim,Abdulrahman,0,Qatar,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Abdulrahman_Al-Jassim
13,14,R-014,Al-Shanar,Fallaj,0,Saudi Arabia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Fallaj_Al_Shanar
14,15,R-015,Al-Sharif,Jamal,0,Syria,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Jamal_Al_Sharif
15,16,R-016,Albon,Teodora,1,Romania,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Teodora_Albon
16,17,R-017,Alghoul,Yousef,0,Libya,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Yousef_Alghoul
17,18,R-018,Alvarado,Quetzalli,1,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
18,19,R-019,Álvarez,Estela,1,Argentina,CF-4,South American Football Confederation,CONMEBOL,not available
19,20,R-020,Alves Batista,Edina,1,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Edina_Alves_Batista
20,21,R-021,Amarilla,Carlos,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Carlos_Amarilla
21,22,R-022,Angeles,Arturo,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Arturo_Angeles
22,23,R-023,Angonese,Aurelio,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
23,24,R-024,Aquino,Ubaldo,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Ubaldo_Aquino
24,25,R-025,Archundia,Benito,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Benito_Archundia
25,26,R-026,Aristizábal,Gilberto,0,Colombia,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Gilberto_Aristiz%C3%A1bal
26,27,R-027,Arppi Filho,Romualdo,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Romualdo_Arppi_Filho
27,28,R-028,Asensi,Manuel,0,Spain,CF-6,Union of European Football Associations,UEFA,not available
28,29,R-029,Ashkenazi,Menachem,0,Israel,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Menachem_Ashkenazi
29,30,R-030,Aston,Kenneth,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ken_Aston
30,31,R-031,Azón Romá,Ramón,0,Spain,CF-6,Union of European Football Associations,UEFA,not available
31,32,R-032,Babacan,Doğan,0,Turkey,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Do%C4%9Fan_Babacan
32,33,R-033,Badilla,Rodrigo,0,Costa Rica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Rodrigo_Badilla
33,34,R-034,Baert,Louis,0,Belgium,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Louis_Baert
34,35,R-035,Baharmast,Esfandiar,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Esfandiar_Baharmast
35,36,R-036,Bahramov,Tofiq,0,Soviet Union,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Tofiq_Bahramov
36,37,R-037,Baldas,Fabio,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Fabio_Baldas
37,38,R-038,Baldassi,Héctor,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/H%C3%A9ctor_Baldassi
38,39,R-039,Balvay,Thomas,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Thomas_Balvay
39,40,R-040,Bambridge,Chris,0,Australia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Chris_Bambridge
40,41,R-041,Barlassina,Rinaldo,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Rinaldo_Barlassina
41,42,R-042,Barrancos,Luis,0,Bolivia,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Luis_Barrancos
42,43,R-043,Barreto Ruíz,Ramón,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Ram%C3%B3n_Barreto
43,44,R-044,Barton,Iván,0,El Salvador,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Iván_Barton
44,45,R-045,Batres,Carlos Alberto,0,Guatemala,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Carlos_Alberto_Batres
45,46,R-046,Batta,Marc,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Marc_Batta
46,47,R-047,Beath,Chris,0,Australia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Chris_Beath
47,48,R-048,Beaudoin,Marie-Soleil,1,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Marie-Soleil_Beaudoin
48,49,R-049,Beck,Christine,1,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Christine_Baitinger
49,50,R-050,Belqola,Said,0,Morocco,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Said_Belqola
50,51,R-051,Benkö,Günter,0,Austria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/G%C3%BCnter_Benk%C3%B6
51,52,R-052,Bennett,Jennifer,1,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
52,53,R-053,Benquerença,Olegário,0,Portugal,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Oleg%C3%A1rio_Benqueren%C3%A7a
53,54,R-054,Beranek,Alois,0,Austria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Alois_Beranek
54,55,R-055,Bin Nasser,Ali,0,Tunisia,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Ali_Bin_Nasser
55,56,R-056,Birlem,Alfred,0,Germany,CF-6,Union of European Football Associations,UEFA,not available
56,57,R-057,Biwersi,Ferdinand,0,West Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ferdinand_Biwersi
57,58,R-058,Black,Linda May,1,New Zealand,CF-5,Oceania Football Confederation,OFC,not available
58,59,R-059,Blavier,Antoine,0,Belgium,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Antoine_Blavier
59,60,R-060,Borjas,Melissa,1,Honduras,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Melissa_Borjas
60,61,R-061,Boskovic,Tony,0,Australia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Tony_Boskovic
61,62,R-062,Boucetta,Fethi,0,Tunisia,CF-2,Confederation of African Football,CAF,not available
62,63,R-063,Bouchardeau,Lucien,0,Niger,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Lucien_Bouchardeau
63,64,R-064,Bouzo,Farouk,0,Syria,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Farouk_Bouzo
64,65,R-065,Braun,Eugen,0,Austria,CF-6,Union of European Football Associations,UEFA,not available
65,66,R-066,Braz,Sandra,1,Portugal,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Sandra_Braz
66,67,R-067,Brizio Carter,Arturo,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Arturo_Brizio_Carter
67,68,R-068,Bronkhorst,Jan,0,Netherlands,CF-6,Union of European Football Associations,UEFA,not available
68,69,R-069,Brummeier,Horst,0,Austria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Horst_Brummeier
69,70,R-070,Brych,Felix,0,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Felix_Brych
70,71,R-071,Bujsaim,Ali,0,United Arab Emirates,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Ali_Bujsaim
71,72,R-072,Busacca,Massimo,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Massimo_Busacca
72,73,R-073,Bustamante,Sergio,0,Chile,CF-4,South American Football Confederation,CONMEBOL,not available
73,74,R-074,Butenko,Valeri,0,Soviet Union,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Valeri_Butenko
74,75,R-075,Cáceres,Enrique,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Enrique_C%C3%A1ceres
75,76,R-076,Çakır,Cüneyt,0,Turkey,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/C%C3%BCneyt_%C3%87ak%C4%B1r
76,77,R-077,Callaghan,Leo,0,Wales,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Leo_Callaghan
77,78,R-078,Camara,Engage,0,Guinea,CF-2,Confederation of African Football,CAF,not available
78,79,R-079,Campos,Joaquim,0,Portugal,CF-6,Union of European Football Associations,UEFA,not available
79,80,R-080,Capdeville,Georges,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Georges_Capdeville
80,81,R-081,Cardellino,Juan Daniel,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Juan_Daniel_Cardellino
81,82,R-082,Carraro,Albino,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
82,83,R-083,Carvajal,María,1,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Mar%C3%ADa_Carvajal
83,84,R-084,Casarin,Paolo,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Paolo_Casarin
84,85,R-085,Castrilli,Javier,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Javier_Castrilli
85,86,R-086,Castro,Gastón,0,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Gast%C3%B3n_Castro
86,87,R-087,Cavani,Filippi,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Filippi_Cavani
87,88,R-088,Cha,Sung-mi,1,South Korea,CF-1,Asian Football Confederation,AFC,not available
88,89,R-089,Chan,Tam Sun,0,Hong Kong,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Thomson_Chan
89,90,R-090,Chenard,Carol Anne,1,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
90,91,R-091,Christophe,Henri,0,Belgium,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Henri_Christophe_(referee)
91,92,R-092,Christov,Vojtěch,0,Czechoslovakia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Vojt%C4%9Bch_Christov
92,93,R-093,Claus,Raphael,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Raphael_Claus
93,94,R-094,Codesal,Edgardo,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Edgardo_Codesal
94,95,R-095,Codesal,José María,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,not available
95,96,R-096,Codjia,Coffi,0,Benin,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Coffi_Codjia
96,97,R-097,Coelho,Arnaldo Cézar,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Arnaldo_C%C3%A9zar_Coelho
97,98,R-098,Collina,Pierluigi,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pierluigi_Collina
98,99,R-099,Conger,Matthew,0,New Zealand,CF-5,Oceania Football Confederation,OFC,https://en.wikipedia.org/wiki/Matthew_Conger
99,100,R-100,Conrié,Roger,0,France,CF-6,Union of European Football Associations,UEFA,not available
100,101,R-101,Contreras,Marisela,1,Venezuela,CF-4,South American Football Confederation,CONMEBOL,not available
101,102,R-102,Correa,Adriana,1,Colombia,CF-4,South American Football Confederation,CONMEBOL,not available
102,103,R-103,Corver,Charles,0,Netherlands,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Charles_Corver
103,104,R-104,Coulibaly,Koman,0,Mali,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Koman_Coulibaly
104,105,R-105,Courtney,George,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/George_Courtney
105,106,R-106,Cunha,Andrés,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Andr%C3%A9s_Cunha
106,107,R-107,da Costa Vieira,Jose,0,Portugal,CF-6,Union of European Football Associations,UEFA,not available
107,108,R-108,Daami,Mourad,0,Tunisia,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Mourad_Daami
108,109,R-109,Dagnall,Ken,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ken_Dagnall
109,110,R-110,Daina,André,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Andr%C3%A9_Daina
110,111,R-111,Dallas,Hugh,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Hugh_Dallas
111,112,R-112,Damková,Dagmar,1,Czech Republic,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Dagmar_Damkov%C3%A1
112,113,R-113,Damon,Jerome,0,South Africa,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Jerome_Damon
113,114,R-114,Dattilo,Generoso,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
114,115,R-115,Davidson,Bobby,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bobby_Davidson
115,116,R-116,de Almeida Rêgo,Gilberto,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Gilberto_de_Almeida_R%C3%AAgo
116,117,R-117,De Bleeckere,Frank,0,Belgium,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Frank_De_Bleeckere
117,118,R-118,De Leo,Diego,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Diego_De_Leo
118,119,R-119,Delgado Gómez,Omar,0,Colombia,CF-4,South American Football Confederation,CONMEBOL,not available
119,120,R-120,Denoncourt,Sonia,1,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Sonia_Denoncourt
120,121,R-121,di Iorio,Salomé,1,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Salom%C3%A9_di_Iorio
121,122,R-122,Díaz,Jesús,0,Colombia,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Jes%C3%BAs_D%C3%ADaz_(football_referee)
122,123,R-123,Díaz Vega,Manuel,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Manuel_D%C3%ADaz_Vega
123,124,R-124,Diedhiou,Malang,0,Senegal,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Malang_Diedhiou
124,125,R-125,Dienst,Gottfried,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Gottfried_Dienst
125,126,R-126,Domka,Margaret,1,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Margaret_Domka
126,127,R-127,Don,Philip,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Philip_Don
127,128,R-128,Dorogi,Andor,0,Hungary,CF-6,Union of European Football Associations,UEFA,not available
128,129,R-129,Dotchev,Bogdan,0,Bulgaria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bogdan_Dotchev
129,130,R-130,Doué,Noumandiez,0,Ivory Coast,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Noumandiez_Dou%C3%A9
130,131,R-131,Dubach,Jean,0,Switzerland,CF-6,Union of European Football Associations,UEFA,not available
131,132,R-132,Durkin,Paul,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Paul_Durkin
132,133,R-133,Dusch,Albert,0,West Germany,CF-6,Union of European Football Associations,UEFA,not available
133,134,R-134,Dwomoh,Benjamin,0,Ghana,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Benjamin_Dwomoh
134,135,R-135,Eklind,Ivan,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ivan_Eklind
135,136,R-136,Elfath,Ismail,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Ismail_Elfath
136,137,R-137,Elizondo,Horacio,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Horacio_Elizondo
137,138,R-138,Ellis,Arthur Edward,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Arthur_Edward_Ellis
138,139,R-139,Elovirta,Katriina,1,Finland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Katriina_Elovirta
139,140,R-140,Eriksson,Arne,0,Finland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Arne_Eriksson
140,141,R-141,Eriksson,Jonas,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jonas_Eriksson_(referee)
141,142,R-142,Eriksson,Ulf,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ulf_Eriksson_(referee)
142,143,R-143,Eschweiler,Walter,0,West Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Walter_Eschweiler
143,144,R-144,Escobar,Mario,0,Guatemala,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Mario_Escobar_(referee)
144,145,R-145,Espósito,Carlos,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Carlos_Esp%C3%B3sito
145,146,R-146,Etzel Filho,João,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,not available
146,147,R-147,Faghani,Alireza,0,Iran,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Alireza_Faghani
147,148,R-148,Faultless,Charlie,0,Scotland,CF-6,Union of European Football Associations,UEFA,not available
148,149,R-149,Ferreira-James,Dianne,1,Guyana,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
149,150,R-150,Finney,Jim,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jim_Finney
150,151,R-151,Fortunato,Laura,1,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Laura_Fortunato_(referee)
151,152,R-152,Franken,Laurent,0,Belgium,CF-6,Union of European Football Associations,UEFA,not available
152,153,R-153,Frappart,Stéphanie,1,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Stéphanie_Frappart
153,154,R-154,Fredriksson,Erik,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Erik_Fredriksson
154,155,R-155,Frisk,Anders,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Anders_Frisk
155,156,R-156,Fukano,Etsuko,1,Japan,CF-1,Asian Football Confederation,AFC,not available
156,157,R-157,Gaál,Gyöngyi,1,Hungary,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Gy%C3%B6ngyi_Ga%C3%A1l
157,158,R-158,Galba,Karol,0,Czechoslovakia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Karol_Galba
158,159,R-159,Galeati,Giovanni,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
159,160,R-160,Galler,Bruno,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bruno_Galler
160,161,R-161,Gamboa,Eduardo,0,Chile,CF-4,South American Football Confederation,CONMEBOL,not available
161,162,R-162,Gani,Rita,1,Malaysia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Rita_Gani
162,163,R-163,Garay Gardeazábal,Juan,0,Spain,CF-6,Union of European Football Associations,UEFA,not available
163,164,R-164,García-Aranda,José María,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Garc%C3%ADa-Aranda
164,165,R-165,Gardelli,Mário,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/M%C3%A1rio_Gardelli
165,166,R-166,Garrido,António,0,Portugal,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ant%C3%B3nio_Garrido_(referee)
166,167,R-167,Gassama,Bakary,0,Gambia,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Bakary_Gassama
167,168,R-168,Gaye,Fatou,1,Senegal,CF-2,Confederation of African Football,CAF,not available
168,169,R-169,Geiger,Mark,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Mark_Geiger
169,170,R-170,Ghorbal,Mustapha,0,Algeria,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Mustapha_Ghorbal
170,171,R-171,Glöckner,Rudi,0,East Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Rudi_Gl%C3%B6ckner
171,172,R-172,Goicoechea,Roberto,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,not available
172,173,R-173,Gomes,Victor,0,South Africa,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Victor_Gomes
173,174,R-174,Gonella,Sergio,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Sergio_Gonella
174,175,R-175,González,Epifanio,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Epifanio_Gonz%C3%A1lez
175,176,R-176,González,Gabriel,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Gabriel_Gonz%C3%A1lez_(referee)
176,177,R-177,González Archundía,Alfonso,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
177,178,R-178,Gordon,John,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/John_Gordon_(referee)
178,179,R-179,Griffiths,Sandy,0,Wales,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Sandy_Griffiths
179,180,R-180,Grisha,Gehad,0,Egypt,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Gehad_Grisha
180,181,R-181,Guerrero Orosco,César,0,Peru,CF-4,South American Football Confederation,CONMEBOL,not available
181,182,R-182,Guezzaz,Mohamed,0,Morocco,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Mohamed_Guezzaz
182,183,R-183,Guigue,Maurice,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Maurice_Guigue
183,184,R-184,Günthner,Elke,1,Germany,CF-6,Union of European Football Associations,UEFA,not available
184,185,R-185,Haimoudi,Djamel,0,Algeria,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Djamel_Haimoudi
185,186,R-186,Hall,Brian,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Brian_Hall_(referee)
186,187,R-187,Hamer,Alain,0,Luxembourg,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Alain_Hamer
187,188,R-188,Hassan Mohamed,Mohammed Abdulla,0,United Arab Emirates,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Mohammed_Abdulla_Hassan_Mohamed
188,189,R-189,Hauge,Terje,0,Norway,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Terje_Hauge
189,190,R-190,Heikkinen,Kirsi,1,Finland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Kirsi_Heikkinen
190,191,R-191,Hepburn,Catherine Leann,1,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
191,192,R-192,Hester,Michael,0,New Zealand,CF-5,Oceania Football Confederation,OFC,https://en.wikipedia.org/wiki/Michael_Hester
192,193,R-193,Heynemann,Bernd,0,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bernd_Heynemann
193,194,R-194,Hormazábal Díaz,Rafael,0,Chile,CF-4,South American Football Confederation,CONMEBOL,not available
194,195,R-195,Horn,Leo,0,Netherlands,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Leo_Horn
195,196,R-196,Hunt,Sandra,1,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Sandra_Hunt
196,197,R-197,Hussein,Riem,1,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Riem_Hussein
197,198,R-198,Igna,Ioan,0,Romania,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ioan_Igna
198,199,R-199,Im,Eun-ju,1,South Korea,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Im_Eun-ju
