"","tournament_id","tournament_name","year","start_date","end_date","host_country","winner","host_won","count_teams","group_stage","second_group_stage","final_round","round_of_16","quarter_finals","semi_finals","third_place_match","final","stage_number","stage_name","knockout_stage","unbalanced_groups","count_matches","count_scheduled","count_replays","count_playoffs","count_walkovers","position","team_id","team_name","team_code","group_name","played","wins","draws","losses","goals_for","goals_against","goal_difference","points","advanced"
"805","WC-1970","1970 FIFA Men's World Cup",1970,"1970-05-31","1970-06-21","Mexico","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,3,"T-86","West Germany","DEU","Group 3",3,3,0,0,8,3,5,6,1
"806","WC-1974","1974 FIFA Men's World Cup",1974,"1974-06-13","1974-07-07","West Germany","West Germany",1,16,1,1,0,0,0,0,1,1,2,"second group stage",0,0,12,12,0,0,0,3,"T-57","Poland","POL","Group A",3,3,0,0,8,0,8,6,1
"807","WC-1978","1978 FIFA Men's World Cup",1978,"1978-06-01","1978-06-25","Argentina","Argentina",1,16,1,1,0,0,0,0,1,1,2,"second group stage",0,0,12,12,0,0,0,3,"T-09","Brazil","BRA","Group A",3,2,1,0,9,4,5,5,1
"808","WC-1982","1982 FIFA Men's World Cup",1982,"1982-06-13","1982-07-11","Spain","Italy",0,24,1,1,0,0,0,1,1,1,2,"second group stage",0,0,12,12,0,0,0,3,"T-57","Poland","POL","Group B",2,0,2,0,0,0,0,2,0
"809","WC-1986","1986 FIFA Men's World Cup",1986,"1986-05-31","1986-06-29","Mexico","Argentina",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,3,"T-30","France","FRA","Group E",3,3,0,0,9,1,8,6,1
"810","WC-1990","1990 FIFA Men's World Cup",1990,"1990-06-08","1990-07-08","Italy","West Germany",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,3,"T-41","Italy","ITA","Group E",3,2,1,0,5,2,3,5,1
"811","WC-1991","1991 FIFA Women's World Cup",1991,"1991-11-16","1991-11-30","China","United States",0,12,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,18,0,0,0,3,"T-74","Sweden","SWE","Group B",3,3,0,0,11,2,9,6,1
"812","WC-1994","1994 FIFA Men's World Cup",1994,"1994-06-17","1994-07-17","United States","Brazil",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,3,"T-74","Sweden","SWE","Group E",3,1,1,1,3,3,0,4,1
"813","WC-1995","1995 FIFA Women's World Cup",1995,"1995-06-05","1995-06-18","Sweden","Norway",0,12,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,18,0,0,0,3,"T-83","United States","USA","Group B",3,3,0,0,17,0,17,9,1
"814","WC-1998","1998 FIFA Men's World Cup",1998,"1998-06-10","1998-07-12","France","France",1,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,3,"T-18","Croatia","HRV","Group G",3,2,1,0,4,2,2,7,1
"815","WC-1999","1999 FIFA Women's World Cup",1999,"1999-06-19","1999-07-10","United States","United States",1,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,3,"T-09","Brazil","BRA","Group C",3,3,0,0,13,2,11,9,1
"816","WC-2002","2002 FIFA Men's World Cup",2002,"2002-05-31","2002-06-30","Korea, Japan","Brazil",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,3,"T-80","Turkey","TUR","Group G",3,2,1,0,4,2,2,7,1
"817","WC-2003","2003 FIFA Women's World Cup",2003,"2003-09-20","2003-10-12","United States","Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,3,"T-83","United States","USA","Group C",3,3,0,0,13,2,11,9,1
"818","WC-2006","2006 FIFA Men's World Cup",2006,"2006-06-09","2006-07-09","Germany","Italy",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,3,"T-31","Germany","DEU","Group G",3,2,1,0,4,0,4,7,1
"819","WC-2007","2007 FIFA Women's World Cup",2007,"2007-09-10","2007-09-30","China","Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,3,"T-83","United States","USA","Group C",3,2,1,0,10,4,6,7,1
"820","WC-2010","2010 FIFA Men's World Cup",2010,"2010-06-11","2010-07-11","South Africa","Spain",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,3,"T-31","Germany","DEU","Group G",3,2,1,0,5,2,3,7,1
"821","WC-2011","2011 FIFA Women's World Cup",2011,"2011-06-26","2011-07-17","Germany","Japan",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,3,"T-74","Sweden","SWE","Group C",3,3,0,0,4,1,3,9,1
"822","WC-2014","2014 FIFA Men's World Cup",2014,"2014-06-12","2014-07-13","Brazil","Germany",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,3,"T-48","Netherlands","NLD","Group G",3,2,1,0,7,2,5,7,1
"823","WC-2015","2015 FIFA Women's World Cup",2015,"2015-06-06","2015-07-05","Canada","United States",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,3,"T-28","England","ENG","Group E",3,3,0,0,4,0,4,9,1
"824","WC-2018","2018 FIFA Men's World Cup",2018,"2018-06-14","2018-07-15","Russia","France",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,3,"T-06","Belgium","BEL","Group G",3,3,0,0,9,2,7,9,1
"825","WC-2019","2019 FIFA Women's World Cup",2019,"2019-06-07","2019-07-07","France","United States",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,3,"T-74","Sweden","SWE","Group E",3,3,0,0,6,2,4,9,1
"826","WC-2022","2022 FIFA Men's World Cup",2022,"2022-11-20","2022-12-18","Qatar","Argentina",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,3,"T-18","Croatia","HRV","Group G",3,2,0,1,3,1,2,6,1
"827","WC-1930","1930 FIFA Men's World Cup",1930,"1930-07-13","1930-07-30","Uruguay","Uruguay",1,13,1,0,0,0,0,1,0,1,1,"group stage",0,1,15,15,0,0,0,2,"T-03","Argentina","ARG","Group 2",2,1,0,1,5,2,3,2,0
"828","WC-1954","1954 FIFA Men's World Cup",1954,"1954-06-16","1954-07-04","Switzerland","West Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,16,0,2,0,2,"T-36","Hungary","HUN","Group 3",2,2,0,0,9,0,9,4,1
"829","WC-1958","1958 FIFA Men's World Cup",1958,"1958-06-08","1958-06-29","Sweden","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,27,24,0,3,0,2,"T-74","Sweden","SWE","Group 3",3,2,1,0,5,1,4,5,1
"830","WC-1962","1962 FIFA Men's World Cup",1962,"1962-05-30","1962-07-17","Chile","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,2,"T-21","Czechoslovakia","CSK","Group 3",3,2,1,0,4,1,3,5,1
"831","WC-1966","1966 FIFA Men's World Cup",1966,"1966-07-11","1966-07-30","England","England",1,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,2,"T-86","West Germany","DEU","Group 3",3,3,0,0,9,2,7,6,1
"832","WC-1970","1970 FIFA Men's World Cup",1970,"1970-05-31","1970-06-21","Mexico","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,2,"T-41","Italy","ITA","Group 3",3,3,0,0,8,3,5,6,1
"833","WC-1974","1974 FIFA Men's World Cup",1974,"1974-06-13","1974-07-07","West Germany","West Germany",1,16,1,1,0,0,0,0,1,1,2,"second group stage",0,0,12,12,0,0,0,2,"T-48","Netherlands","NLD","Group A",3,3,0,0,8,0,8,6,1
"834","WC-1978","1978 FIFA Men's World Cup",1978,"1978-06-01","1978-06-25","Argentina","Argentina",1,16,1,1,0,0,0,0,1,1,2,"second group stage",0,0,12,12,0,0,0,2,"T-48","Netherlands","NLD","Group A",3,2,1,0,9,4,5,5,1
"835","WC-1982","1982 FIFA Men's World Cup",1982,"1982-06-13","1982-07-11","Spain","Italy",0,24,1,1,0,0,0,1,1,1,2,"second group stage",0,0,12,12,0,0,0,2,"T-86","West Germany","DEU","Group B",2,0,2,0,0,0,0,2,0
"836","WC-1986","1986 FIFA Men's World Cup",1986,"1986-05-31","1986-06-29","Mexico","Argentina",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,2,"T-86","West Germany","DEU","Group E",3,3,0,0,9,1,8,6,1
"837","WC-1990","1990 FIFA Men's World Cup",1990,"1990-06-08","1990-07-08","Italy","West Germany",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,2,"T-03","Argentina","ARG","Group E",3,2,1,0,5,2,3,5,1
"838","WC-1991","1991 FIFA Women's World Cup",1991,"1991-11-16","1991-11-30","China","United States",0,12,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,18,0,0,0,2,"T-53","Norway","NOR","Group B",3,3,0,0,11,2,9,6,1
"839","WC-1994","1994 FIFA Men's World Cup",1994,"1994-06-17","1994-07-17","United States","Brazil",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,2,"T-41","Italy","ITA","Group E",3,1,1,1,3,3,0,4,1
"840","WC-1995","1995 FIFA Women's World Cup",1995,"1995-06-05","1995-06-18","Sweden","Norway",0,12,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,18,0,0,0,2,"T-31","Germany","DEU","Group B",3,3,0,0,17,0,17,9,1
"841","WC-1998","1998 FIFA Men's World Cup",1998,"1998-06-10","1998-07-12","France","France",1,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,2,"T-09","Brazil","BRA","Group G",3,2,1,0,4,2,2,7,1
"842","WC-1999","1999 FIFA Women's World Cup",1999,"1999-06-19","1999-07-10","United States","United States",1,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,2,"T-14","China","CHN","Group C",3,3,0,0,13,2,11,9,1
"843","WC-2002","2002 FIFA Men's World Cup",2002,"2002-05-31","2002-06-30","Korea, Japan","Brazil",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,2,"T-31","Germany","DEU","Group G",3,2,1,0,4,2,2,7,1
"844","WC-2003","2003 FIFA Women's World Cup",2003,"2003-09-20","2003-10-12","United States","Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,2,"T-74","Sweden","SWE","Group C",3,3,0,0,13,2,11,9,1
"845","WC-2006","2006 FIFA Men's World Cup",2006,"2006-06-09","2006-07-09","Germany","Italy",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,2,"T-30","France","FRA","Group G",3,2,1,0,4,0,4,7,1
"846","WC-2007","2007 FIFA Women's World Cup",2007,"2007-09-10","2007-09-30","China","Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,2,"T-09","Brazil","BRA","Group C",3,2,1,0,10,4,6,7,1
"847","WC-2010","2010 FIFA Men's World Cup",2010,"2010-06-11","2010-07-11","South Africa","Spain",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,2,"T-48","Netherlands","NLD","Group G",3,2,1,0,5,2,3,7,1
"848","WC-2011","2011 FIFA Women's World Cup",2011,"2011-06-26","2011-07-17","Germany","Japan",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,2,"T-83","United States","USA","Group C",3,3,0,0,4,1,3,9,1
"849","WC-2014","2014 FIFA Men's World Cup",2014,"2014-06-12","2014-07-13","Brazil","Germany",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,2,"T-03","Argentina","ARG","Group G",3,2,1,0,7,2,5,7,1
"850","WC-2015","2015 FIFA Women's World Cup",2015,"2015-06-06","2015-07-05","Canada","United States",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,2,"T-44","Japan","JPN","Group E",3,3,0,0,4,0,4,9,1
"851","WC-2018","2018 FIFA Men's World Cup",2018,"2018-06-14","2018-07-15","Russia","France",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,2,"T-18","Croatia","HRV","Group G",3,3,0,0,9,2,7,9,1
"852","WC-2019","2019 FIFA Women's World Cup",2019,"2019-06-07","2019-07-07","France","United States",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,2,"T-48","Netherlands","NLD","Group E",3,3,0,0,6,2,4,9,1
"853","WC-2022","2022 FIFA Men's World Cup",2022,"2022-11-20","2022-12-18","Qatar","Argentina",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,2,"T-30","France","FRA","Group G",3,2,0,1,3,1,2,6,1
"854","WC-1930","1930 FIFA Men's World Cup",1930,"1930-07-13","1930-07-30","Uruguay","Uruguay",1,13,1,0,0,0,0,1,0,1,1,"group stage",0,1,15,15,0,0,0,1,"T-84","Uruguay","URY","Group 2",2,1,0,1,5,2,3,2,0
"855","WC-1954","1954 FIFA Men's World Cup",1954,"1954-06-16","1954-07-04","Switzerland","West Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,16,0,2,0,1,"T-86","West Germany","DEU","Group 3",2,2,0,0,9,0,9,4,1
"856","WC-1958","1958 FIFA Men's World Cup",1958,"1958-06-08","1958-06-29","Sweden","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,27,24,0,3,0,1,"T-09","Brazil","BRA","Group 3",3,2,1,0,5,1,4,5,1
"857","WC-1962","1962 FIFA Men's World Cup",1962,"1962-05-30","1962-07-17","Chile","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,1,"T-09","Brazil","BRA","Group 3",3,2,1,0,4,1,3,5,1
"858","WC-1966","1966 FIFA Men's World Cup",1966,"1966-07-11","1966-07-30","England","England",1,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,1,"T-28","England","ENG","Group 3",3,3,0,0,9,2,7,6,1
"859","WC-1970","1970 FIFA Men's World Cup",1970,"1970-05-31","1970-06-21","Mexico","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,1,"T-09","Brazil","BRA","Group 3",3,3,0,0,8,3,5,6,1
"860","WC-1974","1974 FIFA Men's World Cup",1974,"1974-06-13","1974-07-07","West Germany","West Germany",1,16,1,1,0,0,0,0,1,1,2,"second group stage",0,0,12,12,0,0,0,1,"T-86","West Germany","DEU","Group A",3,3,0,0,8,0,8,6,1
"861","WC-1978","1978 FIFA Men's World Cup",1978,"1978-06-01","1978-06-25","Argentina","Argentina",1,16,1,1,0,0,0,0,1,1,2,"second group stage",0,0,12,12,0,0,0,1,"T-03","Argentina","ARG","Group A",3,2,1,0,9,4,5,5,1
"862","WC-1982","1982 FIFA Men's World Cup",1982,"1982-06-13","1982-07-11","Spain","Italy",0,24,1,1,0,0,0,1,1,1,2,"second group stage",0,0,12,12,0,0,0,1,"T-41","Italy","ITA","Group B",2,0,2,0,0,0,0,2,0
"863","WC-1986","1986 FIFA Men's World Cup",1986,"1986-05-31","1986-06-29","Mexico","Argentina",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,1,"T-03","Argentina","ARG","Group E",3,3,0,0,9,1,8,6,1
"864","WC-1990","1990 FIFA Men's World Cup",1990,"1990-06-08","1990-07-08","Italy","West Germany",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,1,"T-86","West Germany","DEU","Group E",3,2,1,0,5,2,3,5,1
"865","WC-1991","1991 FIFA Women's World Cup",1991,"1991-11-16","1991-11-30","China","United States",0,12,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,18,0,0,0,1,"T-83","United States","USA","Group B",3,3,0,0,11,2,9,6,1
"866","WC-1994","1994 FIFA Men's World Cup",1994,"1994-06-17","1994-07-17","United States","Brazil",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,1,"T-09","Brazil","BRA","Group E",3,1,1,1,3,3,0,4,1
"867","WC-1995","1995 FIFA Women's World Cup",1995,"1995-06-05","1995-06-18","Sweden","Norway",0,12,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,18,0,0,0,1,"T-53","Norway","NOR","Group B",3,3,0,0,17,0,17,9,1
"868","WC-1998","1998 FIFA Men's World Cup",1998,"1998-06-10","1998-07-12","France","France",1,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,1,"T-30","France","FRA","Group G",3,2,1,0,4,2,2,7,1
"869","WC-1999","1999 FIFA Women's World Cup",1999,"1999-06-19","1999-07-10","United States","United States",1,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,1,"T-83","United States","USA","Group C",3,3,0,0,13,2,11,9,1
"870","WC-2002","2002 FIFA Men's World Cup",2002,"2002-05-31","2002-06-30","Korea, Japan","Brazil",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,1,"T-09","Brazil","BRA","Group G",3,2,1,0,4,2,2,7,1
"871","WC-2003","2003 FIFA Women's World Cup",2003,"2003-09-20","2003-10-12","United States","Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,1,"T-31","Germany","DEU","Group C",3,3,0,0,13,2,11,9,1
"872","WC-2006","2006 FIFA Men's World Cup",2006,"2006-06-09","2006-07-09","Germany","Italy",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,1,"T-41","Italy","ITA","Group G",3,2,1,0,4,0,4,7,1
"873","WC-2007","2007 FIFA Women's World Cup",2007,"2007-09-10","2007-09-30","China","Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,1,"T-31","Germany","DEU","Group C",3,2,1,0,10,4,6,7,1
"874","WC-2010","2010 FIFA Men's World Cup",2010,"2010-06-11","2010-07-11","South Africa","Spain",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,1,"T-73","Spain","ESP","Group G",3,2,1,0,5,2,3,7,1
"875","WC-2011","2011 FIFA Women's World Cup",2011,"2011-06-26","2011-07-17","Germany","Japan",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,1,"T-44","Japan","JPN","Group C",3,3,0,0,4,1,3,9,1
"876","WC-2014","2014 FIFA Men's World Cup",2014,"2014-06-12","2014-07-13","Brazil","Germany",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,1,"T-31","Germany","DEU","Group G",3,2,1,0,7,2,5,7,1
"877","WC-2015","2015 FIFA Women's World Cup",2015,"2015-06-06","2015-07-05","Canada","United States",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,1,"T-83","United States","USA","Group E",3,3,0,0,4,0,4,9,1
"878","WC-2018","2018 FIFA Men's World Cup",2018,"2018-06-14","2018-07-15","Russia","France",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,1,"T-30","France","FRA","Group G",3,3,0,0,9,2,7,9,1
"879","WC-2019","2019 FIFA Women's World Cup",2019,"2019-06-07","2019-07-07","France","United States",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,1,"T-83","United States","USA","Group E",3,3,0,0,6,2,4,9,1
"880","WC-2022","2022 FIFA Men's World Cup",2022,"2022-11-20","2022-12-18","Qatar","Argentina",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,1,"T-03","Argentina","ARG","Group G",3,2,0,1,3,1,2,6,1
"881","WC-1930","1930 FIFA Men's World Cup",1930,"1930-07-13","1930-07-30","Uruguay","Uruguay",1,13,1,0,0,0,0,1,0,1,1,"group stage",0,1,15,15,0,0,0,4,"T-87","Yugoslavia","YUG","Group 2",2,2,0,0,6,1,5,4,1
"882","WC-1954","1954 FIFA Men's World Cup",1954,"1954-06-16","1954-07-04","Switzerland","West Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,16,0,2,0,4,"T-84","Uruguay","URY","Group 2",2,0,0,2,0,16,-16,0,0
"883","WC-1958","1958 FIFA Men's World Cup",1958,"1958-06-08","1958-06-29","Sweden","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,27,24,0,3,0,4,"T-86","West Germany","DEU","Group 2",3,0,1,2,4,6,-2,1,0
"884","WC-1962","1962 FIFA Men's World Cup",1962,"1962-05-30","1962-07-17","Chile","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,4,"T-87","Yugoslavia","YUG","Group 2",3,0,0,3,2,8,-6,0,0
"885","WC-1966","1966 FIFA Men's World Cup",1966,"1966-07-11","1966-07-30","England","England",1,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,4,"T-72","Soviet Union","SUN","Group 2",3,0,0,3,1,9,-8,0,0
"886","WC-1970","1970 FIFA Men's World Cup",1970,"1970-05-31","1970-06-21","Mexico","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,4,"T-84","Uruguay","URY","Group 2",3,0,2,1,1,3,-2,2,0
"887","WC-1982","1982 FIFA Men's World Cup",1982,"1982-06-13","1982-07-11","Spain","Italy",0,24,1,1,0,0,0,1,1,1,2,"second group stage",0,0,12,12,0,0,0,4,"T-30","France","FRA","Group B",2,1,1,0,2,1,1,3,1
"888","WC-1986","1986 FIFA Men's World Cup",1986,"1986-05-31","1986-06-29","Mexico","Argentina",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,4,"T-06","Belgium","BEL","Group D",3,0,1,2,1,5,-4,1,0
"889","WC-1990","1990 FIFA Men's World Cup",1990,"1990-06-08","1990-07-08","Italy","West Germany",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,4,"T-28","England","ENG","Group D",3,0,0,3,2,11,-9,0,0
"890","WC-1991","1991 FIFA Women's World Cup",1991,"1991-11-16","1991-11-30","China","United States",0,12,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,18,0,0,0,4,"T-31","Germany","DEU","Group A",3,0,0,3,1,11,-10,0,0
"891","WC-1994","1994 FIFA Men's World Cup",1994,"1994-06-17","1994-07-17","United States","Brazil",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,4,"T-10","Bulgaria","BGR","Group D",3,0,0,3,0,10,-10,0,0
"892","WC-1995","1995 FIFA Women's World Cup",1995,"1995-06-05","1995-06-18","Sweden","Norway",0,12,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,18,0,0,0,4,"T-14","China","CHN","Group A",3,1,0,2,3,8,-5,3,0
"893","WC-1998","1998 FIFA Men's World Cup",1998,"1998-06-10","1998-07-12","France","France",1,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,4,"T-48","Netherlands","NLD","Group F",3,0,0,3,1,5,-4,0,0
"894","WC-1999","1999 FIFA Women's World Cup",1999,"1999-06-19","1999-07-10","United States","United States",1,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,4,"T-53","Norway","NOR","Group B",3,0,0,3,1,15,-14,0,0
"895","WC-2002","2002 FIFA Men's World Cup",2002,"2002-05-31","2002-06-30","Korea, Japan","Brazil",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,4,"T-71","South Korea","KOR","Group F",3,0,1,2,1,3,-2,1,0
"896","WC-2003","2003 FIFA Women's World Cup",2003,"2003-09-20","2003-10-12","United States","Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,4,"T-12","Canada","CAN","Group B",3,0,0,3,1,11,-10,0,0
"897","WC-2006","2006 FIFA Men's World Cup",2006,"2006-06-09","2006-07-09","Germany","Italy",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,4,"T-58","Portugal","PRT","Group F",3,0,1,2,2,7,-5,1,0
"898","WC-2007","2007 FIFA Women's World Cup",2007,"2007-09-10","2007-09-30","China","Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,4,"T-53","Norway","NOR","Group B",3,0,1,2,1,4,-3,1,0
"899","WC-2010","2010 FIFA Men's World Cup",2010,"2010-06-11","2010-07-11","South Africa","Spain",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,4,"T-84","Uruguay","URY","Group F",3,0,2,1,4,5,-1,2,0
"900","WC-2011","2011 FIFA Women's World Cup",2011,"2011-06-26","2011-07-17","Germany","Japan",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,4,"T-30","France","FRA","Group B",3,0,1,2,4,6,-2,1,0
"901","WC-2014","2014 FIFA Men's World Cup",2014,"2014-06-12","2014-07-13","Brazil","Germany",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,4,"T-09","Brazil","BRA","Group F",3,0,1,2,1,4,-3,1,0
"902","WC-2015","2015 FIFA Women's World Cup",2015,"2015-06-06","2015-07-05","Canada","United States",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,4,"T-31","Germany","DEU","Group D",3,0,1,2,3,6,-3,1,0
"903","WC-2018","2018 FIFA Men's World Cup",2018,"2018-06-14","2018-07-15","Russia","France",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,4,"T-28","England","ENG","Group F",3,1,0,2,2,4,-2,3,0
"904","WC-2019","2019 FIFA Women's World Cup",2019,"2019-06-07","2019-07-07","France","United States",0,24,1,0,0,1,1,1,1,1,1,"group stage",0,0,36,36,0,0,0,4,"T-28","England","ENG","Group D",3,0,1,2,5,7,-2,1,0
"905","WC-2022","2022 FIFA Men's World Cup",2022,"2022-11-20","2022-12-18","Qatar","Argentina",0,32,1,0,0,1,1,1,1,1,1,"group stage",0,0,48,48,0,0,0,4,"T-47","Morocco","MAR","Group F",3,0,0,3,2,7,-5,0,0
"906","WC-1930","1930 FIFA Men's World Cup",1930,"1930-07-13","1930-07-30","Uruguay","Uruguay",1,13,1,0,0,0,0,1,0,1,1,"group stage",0,1,15,15,0,0,0,3,"T-83","United States","USA","Group 2",2,2,0,0,6,1,5,4,1
"907","WC-1954","1954 FIFA Men's World Cup",1954,"1954-06-16","1954-07-04","Switzerland","West Germany",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,18,16,0,2,0,3,"T-05","Austria","AUT","Group 2",2,0,0,2,0,16,-16,0,0
"908","WC-1958","1958 FIFA Men's World Cup",1958,"1958-06-08","1958-06-29","Sweden","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,27,24,0,3,0,3,"T-30","France","FRA","Group 2",3,0,1,2,4,6,-2,1,0
"909","WC-1962","1962 FIFA Men's World Cup",1962,"1962-05-30","1962-07-17","Chile","Brazil",0,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,3,"T-13","Chile","CHL","Group 2",3,0,0,3,2,8,-6,0,0
"910","WC-1966","1966 FIFA Men's World Cup",1966,"1966-07-11","1966-07-30","England","England",1,16,1,0,0,0,1,1,1,1,1,"group stage",0,0,24,24,0,0,0,3,"T-58","Portugal","PRT","Group 2",3,0,0,3,1,9,-8,0,0
